Gender,Age,AnnualIncome,DeviceType,TimeSpentOnSite,PagesViewed,PreviousPurchases,DiscountOffered,EmailOpened,AdClicked,MembershipType,Purchase
Male,51,83762.31,Mobile,1.51,1,1,Yes,Yes,No,No Membership,No
Female,41,43347.21,Mobile,7.4,0,2,No,Yes,Yes,Basic,No
Male,43,67436.66,Desktop,0.25,6,0,No,Yes,No,No Membership,Yes
Female,33,55323.45,Tablet,0.32,5,0,Yes,No,Yes,Premium,No
Female,64,55071.3,Mobile,5.62,5,1,No,No,No,No Membership,Yes
Female,30,44354.01,Mobile,6.16,9,1,Yes,No,No,No Membership,Yes
Male,32,68860.4,Mobile,6.57,1,2,No,Yes,No,Basic,Yes
Female,44,57778.2,Mobile,2.79,2,2,No,No,Yes,Basic,No
Male,21,56741.39,Mobile,9.84,5,2,No,No,No,Premium,Yes
Female,33,44318.43,Desktop,4.58,4,3,Yes,Yes,No,Premium,Yes
Female,47,47264.03,Tablet,0.67,5,2,No,Yes,Yes,Basic,No
Male,61,65600.4,Mobile,9.57,8,2,Yes,No,No,No Membership,Yes
Female,47,59141.0,Mobile,18.35,7,3,Yes,Yes,Yes,Premium,Yes
Female,53,57222.5,Desktop,0.37,5,2,Yes,No,No,Basic,Yes
Male,20,41427.24,Mobile,2.98,6,5,Yes,Yes,No,Basic,Yes
Male,39,89993.94,Mobile,4.01,4,4,No,Yes,No,No Membership,No
Male,39,46365.28,Mobile,0.95,4,1,Yes,Yes,No,No Membership,Yes
Male,29,54455.45,Mobile,12.14,5,0,No,No,No,Basic,Yes
Male,38,51633.39,Mobile,2.01,5,0,No,Yes,No,Basic,No
Female,21,90184.8,Desktop,9.17,3,0,Yes,No,No,Basic,Yes
Male,48,49765.34,Desktop,6.67,6,0,No,No,Yes,No Membership,No
Male,61,48117.85,Mobile,5.47,8,0,Yes,No,No,Basic,Yes
Female,48,57129.6,Mobile,1.28,3,2,No,No,Yes,No Membership,Yes
Male,40,42516.26,Tablet,1.5,6,1,No,No,No,No Membership,Yes
Female,37,57008.79,Mobile,0.29,3,1,Yes,Yes,No,Basic,No
Male,32,97688.86,Desktop,1.65,8,0,No,No,No,No Membership,Yes
Male,40,60394.52,Mobile,2.54,3,4,No,No,Yes,Premium,No
Female,45,59738.43,Mobile,10.74,11,3,No,No,No,No Membership,Yes
Female,33,42077.71,Mobile,2.74,8,1,No,Yes,No,No Membership,No
Female,54,85765.73,Desktop,8.43,10,1,No,Yes,Yes,Premium,Yes
Female,38,89902.59,Mobile,3.47,7,0,Yes,Yes,No,No Membership,Yes
Female,32,70348.25,Mobile,9.22,9,2,Yes,No,Yes,Basic,Yes
Male,34,66769.0,Mobile,22.45,7,2,No,Yes,No,Basic,Yes
Male,54,50774.22,Desktop,1.65,8,2,No,Yes,No,No Membership,Yes
Female,30,62044.08,Tablet,11.9,8,0,Yes,No,No,Basic,Yes
Female,36,39967.16,Tablet,5.83,4,0,Yes,No,No,Basic,No
Female,47,34729.95,Tablet,10.2,5,2,Yes,No,No,No Membership,Yes
Male,62,28227.52,Mobile,6.33,6,0,No,No,No,No Membership,No
Male,35,62392.13,Mobile,3.31,5,3,Yes,Yes,No,No Membership,No
Female,31,30189.26,Mobile,1.55,2,3,No,Yes,No,No Membership,No
Male,53,46006.56,Mobile,0.44,5,0,No,No,No,Premium,No
Female,53,53897.87,Desktop,4.6,3,1,Yes,No,No,No Membership,No
Female,37,72915.23,Desktop,27.83,7,2,No,No,No,Premium,Yes
Male,36,44592.04,Mobile,8.04,1,1,No,Yes,No,Premium,No
Female,62,75038.9,Desktop,2.38,1,3,No,Yes,No,Basic,Yes
Female,61,71904.86,Tablet,10.53,3,0,Yes,No,Yes,No Membership,Yes
Male,24,35716.45,Mobile,8.79,2,1,No,No,No,Premium,Yes
Female,61,75210.86,Mobile,1.98,5,2,Yes,Yes,No,No Membership,No
Female,21,49895.54,Mobile,0.09,0,1,No,No,Yes,Basic,No
Female,51,46018.88,Mobile,0.75,4,2,Yes,Yes,No,Premium,Yes
Male,19,49971.64,Desktop,12.59,4,2,Yes,Yes,No,No Membership,Yes
Female,22,54936.9,Mobile,10.87,3,1,Yes,Yes,Yes,No Membership,Yes
Male,27,47529.2,Mobile,2.1,2,3,No,Yes,No,No Membership,Yes
Male,49,39885.55,Tablet,2.01,5,0,No,No,Yes,Premium,Yes
Female,59,41477.4,Mobile,9.45,5,4,Yes,Yes,No,Basic,Yes
Male,58,57500.97,Mobile,16.66,3,1,Yes,Yes,No,Premium,Yes
Male,30,52111.66,Tablet,9.06,2,1,No,Yes,No,Premium,No
Female,56,64491.57,Mobile,5.58,6,2,Yes,Yes,Yes,Basic,Yes
Female,22,55942.53,Mobile,1.67,2,0,No,Yes,No,Premium,No
Female,27,56386.25,Desktop,4.48,7,1,Yes,Yes,No,Basic,Yes
Female,27,65670.62,Mobile,1.6,5,2,Yes,Yes,No,No Membership,Yes
Male,55,80540.53,Desktop,9.9,10,2,No,Yes,No,No Membership,Yes
Male,44,81262.4,Mobile,2.94,2,3,No,No,No,Basic,No
Male,38,79127.32,Mobile,10.76,6,1,No,Yes,Yes,No Membership,Yes
Female,25,70668.09,Mobile,2.88,6,0,No,No,Yes,Premium,Yes
Female,18,92537.39,Mobile,10.43,6,1,No,No,No,Basic,Yes
Female,45,62880.83,Desktop,2.43,4,0,No,No,Yes,No Membership,No
Female,56,60859.82,Desktop,3.48,6,0,No,Yes,No,Basic,No
Male,31,,Tablet,5.73,6,1,No,No,No,No Membership,Yes
Male,38,12000.0,Desktop,0.44,2,0,No,Yes,Yes,Basic,No
Male,47,51149.86,Mobile,17.76,3,2,Yes,No,No,No Membership,Yes
Female,38,77544.92,Desktop,5.11,3,3,Yes,Yes,Yes,No Membership,Yes
Male,26,72644.73,Desktop,4.25,6,2,Yes,Yes,No,No Membership,Yes
Female,34,101181.73,Desktop,10.97,2,2,No,No,No,Basic,Yes
Male,22,56934.74,Desktop,12.05,5,4,No,Yes,No,Basic,Yes
Male,48,47245.28,Desktop,4.43,3,3,Yes,No,No,Basic,Yes
Male,57,49022.47,Mobile,15.73,8,1,No,Yes,No,No Membership,Yes
Female,55,60725.23,Desktop,0.4,3,1,No,No,No,Basic,No
Female,60,84189.66,Mobile,0.72,7,1,No,No,Yes,Basic,Yes
Male,36,84414.54,Mobile,5.45,2,2,Yes,Yes,No,Premium,Yes
Male,53,53991.74,Desktop,2.62,4,1,No,No,Yes,Basic,Yes
Female,50,59554.15,Mobile,3.74,3,1,Yes,Yes,Yes,No Membership,Yes
Male,30,43991.17,Mobile,2.39,6,3,No,No,Yes,Basic,No
Female,31,45870.12,Mobile,3.11,5,2,Yes,Yes,No,No Membership,Yes
Female,50,73832.63,Desktop,10.38,2,2,Yes,No,No,Premium,Yes
Male,46,83839.8,Mobile,5.4,12,0,No,Yes,Yes,Basic,Yes
Male,60,42448.89,Desktop,35.59,1,2,No,Yes,No,Basic,Yes
Female,53,59373.21,Mobile,9.28,4,1,Yes,Yes,No,Premium,Yes
Male,61,50624.59,Mobile,1.92,6,1,Yes,Yes,Yes,Basic,Yes
Male,27,70549.69,Mobile,1.84,4,1,No,Yes,No,Basic,Yes
Female,48,48006.71,Desktop,2.46,7,3,No,No,Yes,Basic,Yes
Female,23,20323.81,Mobile,11.12,5,0,Yes,No,No,No Membership,Yes
Female,18,73066.43,Tablet,0.17,4,0,No,Yes,Yes,Basic,Yes
Female,24,49537.29,Tablet,1.57,7,0,Yes,No,No,No Membership,No
Male,44,51410.01,Desktop,14.12,7,0,No,Yes,Yes,Basic,Yes
Male,38,62840.58,Tablet,6.13,2,2,Yes,No,No,No Membership,Yes
Female,45,61351.01,Mobile,1.54,5,0,Yes,Yes,No,No Membership,Yes
Female,33,63210.19,Mobile,1.48,3,4,No,No,No,Premium,Yes
Male,63,25664.8,Desktop,11.91,4,2,Yes,No,No,Basic,No
Female,40,65013.56,Desktop,13.45,5,1,No,No,Yes,Basic,Yes
Male,37,20636.99,Desktop,1.78,7,1,No,No,Yes,No Membership,Yes
Male,55,68852.17,Desktop,3.27,6,1,No,No,No,Premium,No
Male,42,75130.86,Tablet,10.8,3,1,Yes,No,No,Premium,No
Male,45,30366.64,Mobile,8.84,6,3,Yes,No,No,Basic,Yes
Male,22,60911.79,Desktop,10.09,3,0,No,No,Yes,Premium,No
Male,38,74029.22,Desktop,4.38,4,2,No,No,No,Premium,Yes
Male,35,46917.93,Desktop,14.55,5,4,No,No,No,Basic,Yes
Female,64,67125.45,Mobile,2.37,4,1,No,No,Yes,No Membership,No
Female,23,12000.0,Desktop,1.02,5,1,No,No,No,No Membership,No
Female,46,74767.53,Tablet,7.4,4,2,No,No,No,Basic,Yes
Female,36,55539.9,Mobile,4.65,9,1,Yes,Yes,Yes,Premium,Yes
Male,50,50359.07,Desktop,11.57,6,0,No,Yes,No,Premium,Yes
Male,18,72712.75,Mobile,0.51,1,1,Yes,Yes,No,Basic,Yes
Female,62,86127.21,Tablet,11.14,5,0,No,No,Yes,Premium,Yes
Male,20,63742.89,Mobile,2.08,7,0,No,Yes,No,Basic,No
Female,59,83956.85,Mobile,6.38,2,1,Yes,No,No,Basic,Yes
Male,38,27040.9,Mobile,0.25,4,0,Yes,No,No,No Membership,Yes
Female,52,66987.08,Desktop,5.64,4,1,No,No,No,Premium,No
Male,58,52623.93,Mobile,7.58,2,2,Yes,No,No,Basic,Yes
Female,57,40812.06,Desktop,2.76,4,1,Yes,No,Yes,No Membership,No
Female,20,20283.73,Tablet,1.46,6,0,No,Yes,Yes,No Membership,No
Female,42,66012.17,Desktop,4.63,3,2,No,No,No,Basic,No
Male,62,70755.22,Mobile,10.75,4,1,Yes,Yes,No,No Membership,Yes
Female,55,79156.41,Tablet,2.35,2,3,No,No,No,No Membership,No
Female,62,76176.83,Desktop,1.75,6,2,Yes,No,Yes,No Membership,Yes
Female,37,41109.23,Mobile,1.96,3,0,No,Yes,No,No Membership,Yes
Female,61,78232.7,Mobile,17.87,4,0,No,Yes,No,No Membership,Yes
Female,62,80134.26,Mobile,2.67,4,1,Yes,Yes,No,Basic,Yes
Male,51,50320.29,Desktop,0.02,4,1,No,Yes,No,Basic,No
Female,38,55511.71,Mobile,9.13,4,2,No,No,No,Basic,No
Female,40,38185.22,Mobile,7.21,6,1,No,No,No,Basic,No
Female,23,81655.95,Desktop,0.83,4,0,No,No,Yes,Basic,Yes
Male,30,27787.83,Desktop,25.16,7,2,No,Yes,Yes,No Membership,Yes
Male,40,64629.47,Desktop,5.62,4,1,No,No,No,No Membership,No
Female,26,44257.07,Desktop,4.17,3,1,Yes,No,Yes,Basic,Yes
Female,34,35058.65,Mobile,2.89,2,1,No,No,No,No Membership,No
Male,19,21254.89,Desktop,13.74,4,2,Yes,Yes,No,Premium,Yes
Female,36,51122.69,Mobile,1.68,3,0,No,No,No,Basic,No
Male,36,32237.47,Desktop,2.02,1,0,Yes,No,No,No Membership,No
Male,24,56015.55,Desktop,0.78,4,2,No,Yes,Yes,Premium,Yes
Male,59,86848.07,Mobile,8.54,5,3,No,No,No,Basic,Yes
Male,59,58591.13,Tablet,5.43,5,2,No,Yes,No,No Membership,Yes
Female,37,90951.05,Mobile,5.64,4,1,No,Yes,No,Premium,Yes
Male,26,37319.08,Mobile,1.48,3,1,No,Yes,Yes,No Membership,No
Female,34,31943.07,Tablet,6.32,3,1,Yes,No,No,No Membership,No
Female,44,36513.72,Desktop,8.7,6,1,Yes,No,Yes,No Membership,Yes
Female,64,53828.19,Desktop,2.66,1,1,No,Yes,No,Premium,No
Female,19,104013.08,Mobile,9.7,5,2,No,No,Yes,Basic,Yes
Male,53,25081.94,Desktop,2.57,4,2,Yes,Yes,No,Basic,Yes
Female,36,66153.94,Mobile,8.52,6,3,No,Yes,Yes,Premium,Yes
Female,34,42400.62,Mobile,0.21,6,0,No,No,No,No Membership,No
Male,22,50971.55,Mobile,4.81,8,4,Yes,No,Yes,No Membership,Yes
Female,56,32355.64,Mobile,20.95,4,2,No,No,Yes,Basic,Yes
Female,35,70824.49,Desktop,23.86,1,1,No,No,No,No Membership,Yes
Female,24,54209.35,Mobile,1.99,7,1,Yes,Yes,No,Basic,Yes
Female,34,74574.16,Mobile,3.49,9,1,No,No,No,No Membership,Yes
Female,56,58154.41,Mobile,0.39,2,0,Yes,No,No,Basic,No
Male,53,20230.77,Desktop,12.4,5,2,No,No,Yes,Basic,Yes
Female,57,74737.77,Desktop,5.04,6,3,Yes,No,No,Premium,Yes
Female,62,18765.99,Mobile,2.92,2,3,Yes,No,Yes,No Membership,Yes
Male,21,21341.75,Desktop,0.72,10,4,Yes,No,No,Basic,Yes
Male,55,38490.35,Mobile,17.6,5,0,Yes,No,Yes,No Membership,Yes
Male,42,38730.6,Desktop,4.53,2,1,No,Yes,No,No Membership,No
Female,22,80128.38,Mobile,2.0,5,3,No,Yes,No,Basic,No
Female,47,51919.19,Mobile,2.59,7,1,No,No,No,No Membership,No
Male,29,77452.94,Desktop,1.89,5,0,No,Yes,No,Basic,No
Female,21,44777.49,Tablet,5.52,5,0,Yes,Yes,No,Basic,Yes
Male,41,60717.63,Mobile,15.95,3,0,No,Yes,No,No Membership,Yes
Female,46,63532.76,Desktop,11.66,7,1,Yes,Yes,No,Basic,Yes
Female,26,67529.18,Desktop,3.7,2,0,Yes,No,No,No Membership,No
Female,21,46631.33,Tablet,10.51,11,0,No,No,No,Premium,Yes
Male,41,48198.61,Mobile,3.3,6,3,No,Yes,No,Basic,Yes
Male,31,49633.65,Mobile,1.74,5,2,Yes,No,No,No Membership,Yes
Male,22,25256.58,Desktop,24.6,6,1,No,Yes,No,Premium,Yes
Male,35,53489.77,Mobile,2.17,4,2,Yes,No,No,No Membership,No
Female,59,48093.68,Mobile,2.35,4,1,No,No,No,Premium,No
Female,36,65441.31,Mobile,27.45,5,2,No,No,No,Basic,Yes
Female,29,56643.42,Desktop,0.86,5,0,No,Yes,No,Premium,Yes
Female,35,79054.87,Mobile,8.58,1,0,No,Yes,No,Basic,No
Female,34,56261.59,Desktop,16.48,7,3,No,No,No,No Membership,Yes
Female,47,44880.3,Mobile,4.3,9,2,Yes,Yes,Yes,Premium,Yes
Female,41,56038.55,Mobile,0.02,6,1,No,Yes,No,Basic,No
Female,28,68035.01,Mobile,2.82,6,2,No,Yes,Yes,No Membership,No
Male,52,23082.27,Mobile,0.71,3,3,No,No,No,No Membership,No
Male,40,42125.53,Desktop,3.23,6,2,No,No,No,No Membership,Yes
Male,34,42504.82,Desktop,9.36,8,1,Yes,No,No,Basic,Yes
Female,18,62397.82,Mobile,3.47,8,0,No,No,No,No Membership,No
Female,32,64491.16,Mobile,3.39,8,0,Yes,No,No,Premium,Yes
Male,49,56822.1,Desktop,4.88,6,1,No,Yes,No,Premium,Yes
Female,26,12000.0,Desktop,5.23,4,3,Yes,Yes,No,No Membership,Yes
Female,32,25265.47,Desktop,11.64,3,3,No,Yes,No,No Membership,No
Male,45,50699.23,Desktop,2.21,5,0,Yes,Yes,No,No Membership,No
Male,41,45973.55,Mobile,10.34,5,4,No,Yes,No,No Membership,Yes
Female,52,55096.67,Desktop,5.01,3,4,No,No,Yes,No Membership,Yes
Female,39,46550.83,Mobile,2.14,4,3,No,No,Yes,Premium,Yes
Female,44,82569.56,Mobile,2.1,6,1,Yes,No,No,Premium,No
Female,36,13709.05,Desktop,2.69,4,2,Yes,Yes,No,Basic,Yes
Female,62,60447.3,Tablet,5.85,6,2,No,No,Yes,Basic,Yes
Female,29,69904.19,Desktop,1.57,3,2,Yes,No,No,Basic,Yes
Female,37,67627.69,Mobile,15.18,3,3,No,No,Yes,No Membership,Yes
Female,18,69170.91,Mobile,5.13,4,0,No,No,Yes,No Membership,No
Male,38,71760.09,Mobile,15.16,5,3,No,No,No,Basic,Yes
Male,62,44128.36,Desktop,0.29,3,3,Yes,No,No,Premium,No
Male,18,35173.29,Mobile,2.52,9,3,No,No,Yes,Basic,Yes
Female,27,18375.73,Desktop,0.14,3,2,No,No,No,Basic,No
Female,64,48473.15,Mobile,1.91,4,4,No,Yes,No,No Membership,Yes
Female,49,41004.4,Desktop,11.88,5,2,Yes,Yes,Yes,Premium,Yes
Male,56,75908.96,Tablet,0.22,1,1,Yes,Yes,Yes,No Membership,Yes
Male,39,49823.95,Mobile,3.44,2,3,Yes,No,Yes,Basic,Yes
Male,35,36452.7,Mobile,0.75,5,1,No,Yes,No,Premium,No
Male,63,33606.36,Desktop,3.24,6,3,No,Yes,No,Premium,Yes
Female,49,90798.76,Mobile,10.95,3,1,No,Yes,Yes,No Membership,Yes
Male,44,54602.45,Desktop,5.85,5,3,No,No,Yes,Premium,Yes
Male,45,40932.92,Desktop,8.01,5,1,No,No,No,Basic,No
Female,35,57232.75,Mobile,2.58,6,2,Yes,No,No,Basic,Yes
Male,56,89144.0,Desktop,17.34,1,0,No,No,Yes,Basic,Yes
Female,46,47985.75,Mobile,7.41,6,2,No,No,No,No Membership,No
Female,35,67366.19,Tablet,3.29,5,0,No,Yes,Yes,No Membership,Yes
Male,61,76356.3,Mobile,3.34,7,0,Yes,Yes,Yes,Basic,No
Female,25,20954.37,Desktop,15.06,2,0,Yes,Yes,No,No Membership,Yes
Female,48,,Mobile,5.15,2,2,No,Yes,No,Basic,Yes
Female,51,74099.56,Mobile,7.35,3,4,Yes,Yes,No,Premium,Yes
Male,24,42412.54,Mobile,3.24,2,0,No,Yes,No,Basic,No
Female,53,62463.26,Desktop,1.52,4,2,No,No,No,No Membership,Yes
Male,35,41347.33,Desktop,7.71,3,3,No,Yes,No,No Membership,Yes
Male,55,46980.07,Desktop,5.62,5,0,No,Yes,No,No Membership,No
Male,26,44787.45,Mobile,4.18,5,2,No,No,No,Basic,No
Female,26,66460.06,Desktop,5.87,5,0,Yes,No,No,No Membership,Yes
Male,63,58628.44,Desktop,1.4,7,2,Yes,Yes,Yes,Basic,Yes
Male,25,56779.47,Mobile,9.48,4,1,Yes,No,No,No Membership,No
Female,52,100134.91,Mobile,17.76,4,0,Yes,Yes,Yes,Basic,Yes
Male,35,86314.55,Mobile,13.3,3,0,No,Yes,No,Basic,Yes
Male,22,19337.61,Mobile,2.33,6,3,No,Yes,Yes,No Membership,Yes
Male,31,47018.63,Mobile,3.13,4,2,No,Yes,Yes,Basic,No
Male,45,98676.35,Desktop,9.91,5,0,Yes,Yes,No,Premium,Yes
Male,47,44657.38,Mobile,5.42,5,3,Yes,No,No,Premium,Yes
Male,21,92579.43,Desktop,4.76,7,2,No,No,No,No Membership,Yes
Female,56,47326.12,Tablet,15.67,3,1,No,Yes,No,No Membership,Yes
Male,37,50788.04,Desktop,4.61,7,3,Yes,Yes,No,No Membership,Yes
Male,42,70544.28,Desktop,4.34,3,2,No,No,Yes,Basic,No
Female,45,53376.27,Mobile,0.26,6,2,No,Yes,No,No Membership,Yes
Male,29,63903.24,Desktop,0.43,6,0,Yes,No,No,Premium,No
Female,19,83349.08,Mobile,0.04,3,1,Yes,Yes,No,Basic,Yes
Male,60,68658.42,Desktop,14.67,5,3,No,Yes,Yes,Basic,Yes
Male,31,57547.58,Tablet,3.15,4,2,No,Yes,Yes,No Membership,Yes
Male,39,85123.48,Desktop,3.79,7,0,No,No,Yes,Basic,Yes
Male,48,70780.37,Desktop,11.2,6,2,Yes,No,No,No Membership,Yes
Male,40,41796.22,Mobile,5.64,4,3,No,No,No,No Membership,Yes
Male,37,90641.35,Mobile,5.64,3,0,No,Yes,No,Basic,Yes
Male,55,66562.58,Desktop,2.11,4,1,No,No,No,No Membership,No
Male,21,51153.82,Mobile,10.77,3,1,Yes,Yes,No,Basic,Yes
Male,32,18625.28,Desktop,1.09,10,2,No,Yes,No,Basic,Yes
Male,41,30203.63,Mobile,0.33,4,1,Yes,Yes,No,No Membership,No
Male,42,85602.43,Desktop,1.28,1,3,No,No,No,No Membership,No
Female,18,86313.97,Mobile,1.87,3,0,No,No,No,Basic,No
Female,24,56535.11,Mobile,1.99,4,0,No,No,Yes,Premium,Yes
Male,48,23135.6,Desktop,6.66,4,0,No,No,Yes,Premium,Yes
Female,29,35434.45,Mobile,1.47,4,3,No,No,Yes,Basic,Yes
Female,59,25772.17,Mobile,6.77,5,1,No,No,No,Premium,Yes
Male,22,25118.0,Mobile,0.57,5,1,Yes,No,No,Premium,No
Female,61,91482.44,Mobile,0.96,7,2,No,Yes,No,Basic,No
Female,59,92078.52,Mobile,4.27,5,3,No,No,Yes,No Membership,Yes
Male,55,34824.75,Mobile,15.3,11,1,Yes,No,No,Basic,Yes
Male,29,54842.77,Desktop,11.78,4,1,Yes,Yes,Yes,Premium,Yes
Female,56,31873.67,Mobile,20.8,3,4,No,No,No,Basic,Yes
Female,35,54725.72,Tablet,6.31,4,1,No,Yes,No,Premium,Yes
Male,19,84507.47,Mobile,6.76,0,0,No,No,No,No Membership,Yes
Male,27,74416.94,Mobile,5.89,6,1,Yes,Yes,Yes,No Membership,Yes
Male,32,69555.93,Mobile,5.85,7,1,Yes,Yes,No,Basic,No
Male,47,51504.76,Desktop,0.95,1,3,No,No,No,No Membership,No
Female,61,77715.41,Mobile,4.71,5,2,Yes,Yes,No,Premium,Yes
Male,34,66640.04,Desktop,2.93,6,2,Yes,Yes,Yes,Basic,Yes
Male,21,62270.48,Mobile,3.51,4,1,Yes,No,No,Premium,No
Female,24,52922.63,Mobile,4.45,3,2,Yes,No,No,Basic,Yes
Male,58,60730.71,Desktop,0.82,3,2,Yes,Yes,No,No Membership,Yes
Male,48,60188.53,Mobile,2.67,3,1,No,Yes,No,Premium,Yes
Female,56,45254.23,Mobile,0.39,4,2,Yes,Yes,No,Premium,Yes
Female,51,41051.5,Desktop,23.37,6,0,No,Yes,Yes,Basic,Yes
Female,23,37055.67,Desktop,0.76,3,1,Yes,No,No,No Membership,No
Female,55,38208.46,Desktop,1.79,4,0,No,No,Yes,No Membership,No
Male,62,51614.15,Desktop,13.31,6,0,No,No,No,No Membership,Yes
Male,51,48651.67,Desktop,3.95,5,1,No,Yes,No,Basic,No
Female,61,43826.79,Desktop,0.87,7,2,No,No,No,No Membership,Yes
Male,32,42493.93,Mobile,2.91,5,2,Yes,Yes,No,Basic,Yes
Male,31,60253.84,Desktop,0.74,1,1,No,Yes,No,Basic,No
Male,23,79796.93,Desktop,1.34,8,2,No,No,No,Premium,Yes
Male,54,54803.52,Mobile,0.32,6,2,No,Yes,Yes,No Membership,Yes
Male,49,53626.05,Mobile,3.46,4,1,No,Yes,No,Basic,No
Male,20,38172.04,Mobile,9.86,10,1,Yes,Yes,No,No Membership,Yes
Male,20,50984.74,Desktop,5.29,3,0,No,No,Yes,No Membership,No
Male,39,76426.05,Mobile,5.59,5,2,No,Yes,Yes,Basic,Yes
Female,39,73674.3,Tablet,1.34,6,1,Yes,Yes,No,Premium,Yes
Female,27,72423.53,Mobile,2.53,5,1,No,Yes,No,Premium,Yes
Female,20,71845.64,Desktop,11.2,7,3,No,Yes,No,No Membership,Yes
Female,29,62861.19,Mobile,0.55,6,1,Yes,No,No,No Membership,Yes
Male,46,62221.73,Desktop,11.71,3,1,No,No,Yes,No Membership,Yes
Male,34,59405.51,Desktop,3.97,8,0,Yes,Yes,Yes,No Membership,Yes
Female,24,47496.06,Desktop,10.89,6,1,No,No,No,No Membership,Yes
Female,30,56506.59,Desktop,2.3,7,1,No,Yes,Yes,Premium,Yes
Female,19,58880.79,Desktop,2.48,6,4,Yes,Yes,No,Premium,Yes
Male,21,66397.03,Mobile,8.36,4,3,Yes,Yes,Yes,Premium,Yes
Male,27,56804.62,Mobile,9.22,6,1,No,Yes,No,No Membership,Yes
Male,56,92892.9,Desktop,1.57,6,3,Yes,No,No,Premium,Yes
Male,41,33223.38,Mobile,21.64,4,0,Yes,Yes,Yes,No Membership,Yes
Female,34,68580.56,Mobile,0.53,3,4,No,No,No,Basic,Yes
Female,23,54257.61,Desktop,0.43,6,3,Yes,No,No,Premium,Yes
Male,36,55038.63,Mobile,5.43,2,3,Yes,Yes,Yes,Basic,Yes
Female,22,40373.64,Mobile,7.7,7,3,No,Yes,No,Premium,Yes
Female,49,73348.18,Desktop,19.45,6,1,Yes,Yes,No,No Membership,Yes
Male,27,66751.15,Mobile,3.11,2,1,Yes,Yes,Yes,No Membership,Yes
Male,26,70005.47,Mobile,0.15,6,2,No,No,No,Basic,Yes
Male,44,58046.42,Mobile,5.54,3,0,No,No,No,No Membership,No
Male,30,49151.89,Desktop,2.05,5,0,No,No,Yes,No Membership,No
Male,36,53801.89,Tablet,3.4,6,1,No,Yes,No,No Membership,No
Male,38,62802.38,Desktop,4.02,3,5,No,Yes,No,Premium,No
Male,41,18899.63,Mobile,0.4,6,1,No,No,No,Premium,No
Male,55,70712.79,Tablet,3.99,7,2,No,No,No,Basic,Yes
Female,21,98671.47,Desktop,3.33,4,1,No,No,No,Premium,Yes
Male,41,63646.03,Desktop,7.48,3,2,No,Yes,No,Basic,Yes
Female,52,49943.32,Desktop,6.23,9,0,No,Yes,Yes,No Membership,Yes
Male,20,52097.77,Mobile,1.23,7,2,No,No,No,Premium,Yes
Female,21,67735.76,Mobile,1.39,6,2,No,Yes,No,Basic,Yes
Male,54,50350.8,Mobile,1.73,11,2,No,Yes,No,No Membership,Yes
Male,57,70636.15,Mobile,1.18,1,1,No,No,No,Basic,No
Female,52,51865.47,Desktop,6.42,7,1,Yes,Yes,No,No Membership,Yes
Female,48,85855.3,Desktop,31.14,7,1,No,Yes,No,Basic,Yes
Female,61,85358.73,Desktop,6.34,4,1,Yes,Yes,No,No Membership,Yes
Male,42,49056.95,Mobile,5.6,4,0,No,No,Yes,No Membership,No
Male,57,53541.57,Mobile,3.17,2,4,Yes,Yes,No,No Membership,Yes
Female,30,54597.36,Mobile,2.25,6,1,No,No,No,Premium,Yes
Female,21,54838.61,Mobile,14.52,5,1,Yes,Yes,No,Basic,Yes
Female,63,37946.28,Mobile,20.84,6,4,No,No,No,Basic,Yes
Female,31,35429.31,Desktop,4.12,9,1,Yes,No,No,No Membership,Yes
Male,30,77495.64,Mobile,2.06,6,1,No,No,No,Premium,Yes
Female,44,74616.17,Tablet,8.82,6,1,No,No,No,No Membership,Yes
Male,23,74305.37,Mobile,0.85,7,1,No,Yes,Yes,No Membership,Yes
Male,34,53751.19,Desktop,8.7,6,1,No,Yes,No,No Membership,Yes
Male,53,89056.21,Mobile,10.25,8,2,No,No,No,No Membership,Yes
Female,57,54595.56,Mobile,0.8,2,3,Yes,No,Yes,Premium,Yes
Male,52,70531.77,Desktop,22.6,5,0,Yes,No,No,No Membership,Yes
Male,34,30004.8,Desktop,25.41,10,1,No,Yes,No,No Membership,Yes
Female,58,50864.76,Mobile,16.56,3,0,Yes,Yes,Yes,Basic,Yes
Male,19,52195.22,Mobile,4.11,6,1,No,No,No,No Membership,Yes
Female,30,53821.22,Mobile,1.69,6,1,Yes,Yes,No,Basic,Yes
Male,19,31141.02,Desktop,5.23,7,1,Yes,Yes,Yes,No Membership,Yes
Male,45,67669.86,Tablet,3.27,3,0,No,Yes,Yes,No Membership,No
Female,60,73514.99,Mobile,1.38,10,2,No,Yes,Yes,No Membership,Yes
Male,43,41610.53,Mobile,3.31,4,1,Yes,Yes,No,Basic,Yes
Male,39,34347.85,Tablet,6.54,5,3,No,No,No,Premium,No
Male,64,41159.05,Mobile,0.44,1,1,No,No,Yes,Premium,No
Male,60,63918.98,Desktop,2.43,4,2,Yes,No,No,Premium,No
Female,20,44261.14,Mobile,0.11,4,3,Yes,No,No,No Membership,Yes
Male,52,52586.83,Desktop,8.31,6,1,No,No,No,No Membership,No
Female,29,35677.71,Mobile,6.14,2,2,Yes,Yes,Yes,No Membership,Yes
Male,41,90627.16,Mobile,0.39,5,5,No,No,No,Basic,Yes
